מס' ספק,שם ספק,הזמנה,תאריך,מק'ט,תאור מוצר,ת. אספקה,כמות,יח',מחיר סופי,מטבע,מחיר סופי בשקלים
2030071,"ארכה בע""מ",PO25000467,2/26/2025,25001076,"ממ""ט  ABB S201M C10 1X10A",2/26/2025,60,יח',1170.00,"ש""ח",1170.00
2030071,"ארכה בע""מ",PO25000510,3/4/2025,25000621,"פס דין לח""א  מחורץ נמוך",3/4/2025,100,יח',520.00,"ש""ח",520.00
2030071,"ארכה בע""מ",PO25000511,3/4/2025,25001000,"ABB  S201M 1X6  מאמ""ת",3/4/2025,60,יח',1248.60,"ש""ח",1248.60
2030071,"ארכה בע""מ",PO25000511,3/4/2025,25001000,"ABB  S201M 1X6  מאמ""ת",3/4/2025,30,יח',624.30,"ש""ח",624.30
2030071,"ארכה בע""מ",PO25000540,3/7/2025,25001000,"ABB  S201M 1X6  מאמ""ת",3/7/2025,60,יח',1248.60,"ש""ח",1248.60
2030071,"ארכה בע""מ",PO25000571,3/12/2025,19000381,צינור שרשורי 22 ממ' לבן,3/12/2025,180,יח',468.00,"ש""ח",468.00
2030071,"ארכה בע""מ",PO25000571,3/12/2025,17000041,חוט חשמל גמיש 0.75 אדום,3/12/2025,1000,יח',470.00,"ש""ח",470.00
2030071,"ארכה בע""מ",PO25000584,3/13/2025,19000009,חבל ניילון 4  ממ,3/13/2025,2,יח',180.00,"ש""ח",180.00
2030071,"ארכה בע""מ",PO25000596,3/13/2025,25001354,ספק כח DRS-240-12,3/13/2025,30,יח',20294.46,"ש""ח",20294.46
2030071,"ארכה בע""מ",PO25000616,3/19/2025,25000028,מהדק מס' 2 למוליכי חשמל,3/19/2025,200,יח',550.00,"ש""ח",550.00
2030071,"ארכה בע""מ",PO25000639,3/22/2025,31000176,"כבל פלדה למתיחה 4 מ""מ",3/22/2025,200,יח',192.00,"ש""ח",192.00
2030071,"ארכה בע""מ",PO25000639,3/22/2025,31000177,"נועל כבל פלדה  6 מ""מ",3/22/2025,20,יח',9.80,"ש""ח",9.80
2030071,"ארכה בע""מ",PO25000639,3/22/2025,31000176,"כבל פלדה למתיחה 4 מ""מ",3/22/2025,100,יח',96.00,"ש""ח",96.00
2030071,"ארכה בע""מ",PO25000639,3/22/2025,31000177,"נועל כבל פלדה  6 מ""מ",3/22/2025,20,יח',9.80,"ש""ח",9.80
2030071,"ארכה בע""מ",PO25000649,3/23/2025,17000069,כבל 3X10 XLPE,3/23/2025,500,יח',7540.00,"ש""ח",7540.00
2030071,"ארכה בע""מ",PO25000649,3/23/2025,17000069,כבל 3X10 XLPE,3/23/2025,500,יח',7540.00,"ש""ח",7540.00
2030071,"ארכה בע""מ",PO25000700,3/27/2025,1900247,צינור PG-50 שחור,3/27/2025,60,יח',453.00,"ש""ח",453.00
2030071,"ארכה בע""מ",PO25000718,3/31/2025,25001354,ספק כח DRS-240-12,3/31/2025,30,יח',20556.72,"ש""ח",20556.72
2030071,"ארכה בע""מ",PO25000754,4/6/2025,19001239,צינור שרשורי מתחתי משוריין 1/2 '',4/6/2025,50,יח',535.00,"ש""ח",535.00
2030071,"ארכה בע""מ",PO25000754,4/6/2025,19001238,כניסת מתכת לצינור שרשורי משוריין 5/8 '',4/6/2025,50,יח',349.00,"ש""ח",349.00
2030071,"ארכה בע""מ",PO25000754,4/6/2025,20000301,מקדח כוס 7/8  (22 ממ' ),4/6/2025,3,יח',93.75,"ש""ח",93.75
2030071,"ארכה בע""מ",PO25000756,4/6/2025,25001354,ספק כח DRS-240-12,4/6/2025,10,יח',9634.80,"ש""ח",9634.80
2030071,"ארכה בע""מ",PO25000756,4/6/2025,19000307,תעלה מחורצת  25X60,4/6/2025,10,יח',79.90,"ש""ח",79.90
2030071,"ארכה בע""מ",PO25000762,4/6/2025,25001076,"ממ""ט  ABB S201M C10 1X10A",4/6/2025,30,יח',511.50,"ש""ח",511.50
2030071,"ארכה בע""מ",PO25000762,4/6/2025,25001000,"ABB  S201M 1X6  מאמ""ת",4/6/2025,30,יח',624.30,"ש""ח",624.30
2030071,"ארכה בע""מ",PO25000782,4/8/2025,25001160,מתאם גוויס על פס דין 1 מקום,4/8/2025,10,יח',39.20,"ש""ח",39.20
2030071,"ארכה בע""מ",PO25000782,4/8/2025,25001355,מנתק חא חד קטבי ABB SH201 C13,4/8/2025,10,יח',144.50,"ש""ח",144.50
2030071,"ארכה בע""מ",PO25000792,4/8/2025,25001355,מנתק חא חד קטבי ABB SH201 C13,4/8/2025,20,יח',289.00,"ש""ח",289.00
2030071,"ארכה בע""מ",PO25000820,4/11/2025,19001239,צינור שרשורי מתחתי משוריין 1/2 '',4/11/2025,50,יח',349.00,"ש""ח",349.00
2030071,"ארכה בע""מ",PO25000820,4/11/2025,19001238,כניסת מתכת לצינור שרשורי משוריין 5/8 '',4/11/2025,100,יח',1070.00,"ש""ח",1070.00
2030071,"ארכה בע""מ",PO25000821,4/11/2025,19001240,צינור מתכתי משוריין 3/4,4/11/2025,100,יח',558.00,"ש""ח",558.00
2030071,"ארכה בע""מ",PO25000821,4/11/2025,19001241,כינסה מתכת לצינור משוריין 3/4,4/11/2025,100,יח',803.00,"ש""ח",803.00
2030071,"ארכה בע""מ",PO25000821,4/11/2025,30000177,"מוט הברגה 1 מטר 16 מ""מ",4/11/2025,100,יח',404.00,"ש""ח",404.00
2030071,"ארכה בע""מ",PO25000821,4/11/2025,20000110,"מקדח כוס ""1 =25 ממ'",4/11/2025,2,יח',49.78,"ש""ח",49.78
2030071,"ארכה בע""מ",PO25000821,4/11/2025,20000301,מקדח כוס 7/8  (22 ממ' ),4/11/2025,3,יח',70.32,"ש""ח",70.32
2030071,"ארכה בע""מ",PO25000852,4/15/2025,25001354,ספק כח DRS-240-12,4/15/2025,30,יח',28632.45,"ש""ח",28632.45
2030071,"ארכה בע""מ",PO25000858,4/17/2025,25001362,מאורר 12X12 24VDC,4/17/2025,20,יח',697.60,"ש""ח",697.60
2030071,"ארכה בע""מ",PO25000879,4/20/2025,17000040,חוט חשמל גמיש 0.75 ירוק,4/20/2025,100,יח',50.00,"ש""ח",50.00
2030071,"ארכה בע""מ",PO25000912,4/22/2025,34000009,"צינור מרירון ""3/4 לחשמל",4/22/2025,30,יח',55.50,"ש""ח",55.50
2030071,"ארכה בע""מ",PO25000912,4/22/2025,19000383,מופה לצינור מרירון 3/4,4/22/2025,8,יח',4.80,"ש""ח",4.80
2030071,"ארכה בע""מ",PO25000912,4/22/2025,19000602,שלה דפיקה 20 דגם פיקס,4/22/2025,100,יח',21.00,"ש""ח",21.00
2030071,"ארכה בע""מ",PO25000930,4/26/2025,25000621,"פס דין לח""א  מחורץ נמוך",4/26/2025,100,יח',510.00,"ש""ח",510.00
2030071,"ארכה בע""מ",PO25000930,4/26/2025,25000621,"פס דין לח""א  מחורץ נמוך",4/26/2025,40,יח',204.00,"ש""ח",204.00
2030071,"ארכה בע""מ",PO25000933,4/26/2025,25000547,מנתק חא חד קטבי ABB S201M C16,4/26/2025,20,יח',408.00,"ש""ח",408.00
2030071,"ארכה בע""מ",PO25000933,4/26/2025,25001355,מנתק חא חד קטבי ABB SH201 C13,4/26/2025,20,יח',289.00,"ש""ח",289.00
2030071,"ארכה בע""מ",PO25000933,4/26/2025,25001076,"ממ""ט  ABB S201M C10 1X10A",4/26/2025,20,יח',408.00,"ש""ח",408.00
2030071,"ארכה בע""מ",PO25000970,4/30/2025,20000570,לוחץ סופיות סיגנט,4/30/2025,2,יח',595.18,"ש""ח",595.18
2030071,"ארכה בע""מ",PO25000990,5/5/2025,20000141,לוחץ נעלי כבל 25-5 ממ',5/5/2025,2,יח',214.84,"ש""ח",214.84
2030071,"ארכה בע""מ",PO25001000,5/6/2025,25000418,"לוח עה""ט ל-12 ח""א +גב ללא דלת",5/6/2025,20,יח',520.40,"ש""ח",520.40
2030071,"ארכה בע""מ",PO25001000,5/6/2025,25000008,ממסר פחת דגם 2P 40A 30MA  -A(צ'ינט),5/6/2025,20,יח',744.00,"ש""ח",744.00
2030071,"ארכה בע""מ",PO25001002,5/6/2025,25000621,"פס דין לח""א  מחורץ נמוך",5/6/2025,100,יח',510.00,"ש""ח",510.00
2030071,"ארכה בע""מ",PO25001002,5/6/2025,19000307,תעלה מחורצת  25X60,5/6/2025,100,יח',776.00,"ש""ח",776.00
2030071,"ארכה בע""מ",PO25001004,5/6/2025,19001017,שרוול מתכווץ 5.2 שחור,5/6/2025,100,יח',106.00,"ש""ח",106.00
2030071,"ארכה בע""מ",PO25001004,5/6/2025,19001019,שרוול מתכווץ 6.0 שחור,5/6/2025,100,יח',90.00,"ש""ח",90.00
2030071,"ארכה בע""מ",PO25001004,5/6/2025,25000126,נעל כבל 1.5 אדום טבעת 5.3 (100 יח' בשקית),5/6/2025,3,יח',30.87,"ש""ח",30.87
2030071,"ארכה בע""מ",PO25001041,5/10/2025,17000006,כבל 3X1.5 N2XY,5/10/2025,1000,יח',2610.00,"ש""ח",2610.00
2030071,"ארכה בע""מ",PO25001046,5/10/2025,19000097,סוללה 1.5V  AA,5/13/2025,15,יח',87.15,"ש""ח",87.15
2030071,"ארכה בע""מ",PO25001062,5/13/2025,25001377,ספק MDR-20-5,5/13/2025,1,יח',57.43,"ש""ח",57.43
2030071,"ארכה בע""מ",PO25001071,5/13/2025,25001355,מנתק חא חד קטבי ABB SH201 C13,5/13/2025,300,יח',4335.00,"ש""ח",4335.00
2030071,"ארכה בע""מ",PO25001071,5/13/2025,25001378,פס גישור עליון למאז דו פאזי,5/13/2025,150,יח',808.50,"ש""ח",808.50
2030071,"ארכה בע""מ",PO25001088,5/14/2025,34000014,"צינור שרשורי  ""2  שחור",5/14/2025,250,יח',627.50,"ש""ח",627.50
2030071,"ארכה בע""מ",PO25001089,5/14/2025,17000028,כבל 5X1.5 XLPE,5/14/2025,1000,יח',4060.00,"ש""ח",4060.00
2030071,"ארכה בע""מ",PO25001092,5/14/2025,17000079,כבל הארקה 25 ממ' צ/' קשיח (בתוף 500 מ'),5/14/2025,1000,יח',10760.00,"ש""ח",10760.00
2030071,"ארכה בע""מ",PO25001128,5/19/2025,19000009,חבל ניילון 4  ממ,5/19/2025,10,יח',900.00,"ש""ח",900.00
2030071,"ארכה בע""מ",PO25001140,5/20/2025,19001240,צינור מתכתי משוריין 3/4,5/20/2025,100,יח',558.00,"ש""ח",558.00
2030071,"ארכה בע""מ",PO25001140,5/20/2025,19001241,כינסה מתכת לצינור משוריין 3/4,5/20/2025,100,יח',803.00,"ש""ח",803.00
2030071,"ארכה בע""מ",PO25001140,5/20/2025,30000177,"מוט הברגה 1 מטר 16 מ""מ",5/20/2025,100,יח',404.00,"ש""ח",404.00
2030071,"ארכה בע""מ",PO25001141,5/20/2025,19000425,"צינור  PG 21 מחוזק קוטר 22 מ""מ",5/20/2025,150,יח',390.00,"ש""ח",390.00
2030071,"ארכה בע""מ",PO25001141,5/20/2025,17000079,כבל הארקה 25 ממ' צ/' קשיח (בתוף 500 מ'),5/20/2025,500,יח',5525.00,"ש""ח",5525.00
2030071,"ארכה בע""מ",PO25001141,5/20/2025,34000157,"צינור שרשורי  ""3 שחור",5/20/2025,500,יח',1700.00,"ש""ח",1700.00
2030071,"ארכה בע""מ",PO25001157,5/21/2025,16000038,קופסא  BDI-4-150 חלק אטום,5/21/2025,20,יח',1396.40,"ש""ח",1396.40
2030071,"ארכה בע""מ",PO25001157,5/21/2025,25000000,פס הארקה לעמוד (7  ברגים),5/21/2025,200,יח',2036.00,"ש""ח",2036.00
2030071,"ארכה בע""מ",PO25001159,5/21/2025,25000209,מהדק קנדי 35,5/21/2025,200,יח',860.00,"ש""ח",860.00
2030071,"ארכה בע""מ",PO25001168,5/25/2025,16000036,עבור שיפוץ מעבדה סטיב ת.משלוח 69820 רכש 215644,5/25/2025,1,יח',809.40,"ש""ח",809.40
2030071,"ארכה בע""מ",PO25001172,5/25/2025,25000621,"פס דין לח""א  מחורץ נמוך",5/25/2025,100,יח',520.00,"ש""ח",520.00
2030071,"ארכה בע""מ",PO25001173,5/25/2025,25001367,ניאון פלקס,5/25/2025,20,יח',1752.00,"ש""ח",1752.00
2030071,"ארכה בע""מ",PO25001173,5/25/2025,25000659,שנאי 400W SLIM 24V/48V,6/6/2025,1,יח',180.00,"ש""ח",180.00
2030071,"ארכה בע""מ",PO25001183,5/25/2025,25001354,ספק כח DRS-240-12,5/25/2025,50,יח',33507.90,"ש""ח",33507.90
2030071,"ארכה בע""מ",PO25001221,5/27/2025,17000069,כבל 3X10 XLPE,5/27/2025,500,יח',7255.00,"ש""ח",7255.00
2030071,"ארכה בע""מ",PO25001233,5/28/2025,17000331,כבל פנדל לבן 4X0.75,5/28/2025,3000,יח',5730.00,"ש""ח",5730.00
2030071,"ארכה בע""מ",PO25001254,5/28/2025,16000036,ציוד לשיפוץ מבנה יבנה כיסוי חן 139 משלוח 1004,5/28/2025,1,יח',580.51,"ש""ח",580.51
2030071,"ארכה בע""מ",PO25001255,5/29/2025,16000038,קופסא  BDI-4-150 חלק אטום,6/3/2025,5,יח',278.45,"ש""ח",278.45
2030071,"ארכה בע""מ",PO25001263,5/30/2025,25000621,"פס דין לח""א  מחורץ נמוך",5/30/2025,30,יח',156.00,"ש""ח",156.00
2030096,איי.סי.פי.סי החברה הישראלית למחשוב תעשייתי,PO25000752,4/3/2025,26000921,32 Relay modul 2A 24VDC/120VCA USB/232 IA-3131-U21,4/3/2025,2,יח',3691.60,"ש""ח",3691.60
2030096,איי.סי.פי.סי החברה הישראלית למחשוב תעשייתי,PO25000752,4/3/2025,26000921,32 Relay modul 2A 24VDC/120VCA USB/232 IA-3131-U21,4/3/2025,2,יח',3691.60,"ש""ח",3691.60
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000066,1/14/2025,17000188,כבל NYY 3X2.5,1/14/2025,1000,יח',3750.00,"ש""ח",3750.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000066,1/14/2025,17000042,כבל הארקה 10 מ''מ צ/י קשיח (בתוף 500 מ'),1/14/2025,500,יח',2180.00,"ש""ח",2180.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000152,1/28/2025,17000134,חוט אלק' גמיש 6004 ירוק,1/28/2025,500,יח',245.00,"ש""ח",245.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000152,1/28/2025,17000128,"חוט  חשמל 2.5 ממ""ר אדום גמיש",1/28/2025,100,יח',108.00,"ש""ח",108.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000152,1/28/2025,17000240,"חוט  חשמל 2.5 ממ""ר שחור גמיש",1/28/2025,100,יח',108.00,"ש""ח",108.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000152,1/28/2025,17000001,"חוט חשמל 1.5 ממ""ר חום קשיח",1/28/2025,100,יח',64.00,"ש""ח",64.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000152,1/28/2025,17000000,"חוט חשמל 1.5 ממ""ר כחול קשיח",1/28/2025,100,יח',64.00,"ש""ח",64.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000152,1/28/2025,17000055,"חוט חשמל 1.5 ממ""ר  צ/י קשיח",1/28/2025,100,יח',64.00,"ש""ח",64.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000161,1/28/2025,17000026,כבל טוויסטד 2X14  בילדין,1/28/2025,1000,יח',6950.00,"ש""ח",6950.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000162,1/28/2025,17000055,"חוט חשמל 1.5 ממ""ר  צ/י קשיח",1/28/2025,300,יח',192.00,"ש""ח",192.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000165,1/28/2025,17000026,כבל טוויסטד 2X14  בילדין,1/28/2025,500,יח',3475.00,"ש""ח",3475.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000189,1/30/2025,17000028,כבל 5X1.5 XLPE,1/30/2025,500,יח',1995.00,"ש""ח",1995.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000208,2/2/2025,17000017,כבל פנדל 3X2.5,2/2/2025,500,יח',1890.00,"ש""ח",1890.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000209,2/2/2025,17000156,חוט חשמל גמיש 0.75 לבן,2/2/2025,100,יח',48.00,"ש""ח",48.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000209,2/2/2025,17000187,חוט חשמל גמיש 0.75 כתום,2/2/2025,100,יח',48.00,"ש""ח",48.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000209,2/2/2025,17000133,כבל 6X6005,2/2/2025,200,יח',340.00,"ש""ח",340.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000211,2/2/2025,17000059,כבל CAT-7 חיצוני (OUTDOOR),2/2/2025,1000,יח',2220.00,"ש""ח",2220.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000225,2/4/2025,17000344,כבל גילוי חסין אש כתום 4X2X0.8 ERS FE180/E90,2/4/2025,500,יח',2915.00,"ש""ח",2915.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000265,2/11/2025,17000188,כבל NYY 3X2.5,2/11/2025,1000,יח',3650.00,"ש""ח",3650.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000284,2/15/2025,17000059,כבל CAT-7 חיצוני (OUTDOOR),2/15/2025,1000,יח',2220.00,"ש""ח",2220.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000302,2/17/2025,17000111,כבל גל ירוק 10X2X06,2/17/2025,1500,יח',23400.00,"ש""ח",23400.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000333,2/17/2025,17000173,חוט חשמל 1.5 צ/י גמיש,2/17/2025,100,יח',66.00,"ש""ח",66.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000333,2/17/2025,17000114,חוט חשמל 1.5 ממ''ר חום גמיש,2/17/2025,100,יח',66.00,"ש""ח",66.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000333,2/17/2025,17000130,חוט חשמל 1.5 ממ''ר כחול גמיש,2/17/2025,100,יח',66.00,"ש""ח",66.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000333,2/17/2025,17000041,חוט חשמל גמיש 0.75 אדום,2/17/2025,100,יח',44.00,"ש""ח",44.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000333,2/17/2025,17000155,חוט חשמל גמיש 0.75 שחור,2/17/2025,100,יח',44.00,"ש""ח",44.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000335,2/17/2025,17000347,כבל פנדל אדום 4X0.75,2/17/2025,3000,יח',11700.00,"ש""ח",11700.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000335,2/17/2025,17000348,כבל פנדל אדום 6X0.75,2/17/2025,3000,יח',15900.00,"ש""ח",15900.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000340,2/18/2025,17000059,כבל CAT-7 חיצוני (OUTDOOR),2/18/2025,500,יח',1110.00,"ש""ח",1110.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000340,2/18/2025,17000026,כבל טוויסטד 2X14  בילדין,2/18/2025,500,יח',3475.00,"ש""ח",3475.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000340,2/18/2025,17000188,כבל NYY 3X2.5,2/18/2025,500,יח',1895.00,"ש""ח",1895.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000347,2/18/2025,17000131,"חוט חשמל 2.5 ממ""ר  צ/י גמיש",2/18/2025,300,יח',324.00,"ש""ח",324.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000404,2/20/2025,17000026,כבל טוויסטד 2X14  בילדין,2/20/2025,1000,יח',6950.00,"ש""ח",6950.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000404,2/20/2025,17000028,כבל 5X1.5 XLPE,2/20/2025,1000,יח',3940.00,"ש""ח",3940.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000419,2/23/2025,17000185,כבל XLPE 5*6,2/23/2025,500,יח',6770.00,"ש""ח",6770.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000441,2/24/2025,17000188,כבל NYY 3X2.5,2/24/2025,1000,יח',3730.00,"ש""ח",3730.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000450,2/25/2025,26000456,מגשר אופטי  S.M כפול באורך 1 מטר  SC/LC,2/25/2025,20,יח',145.60,"ש""ח",145.60
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000450,2/25/2025,26000895,מגשר אופטי כפול סינגלמוד  2 מ' LC/SC,2/25/2025,40,יח',315.20,"ש""ח",315.20
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000450,2/25/2025,26000376,מגשר אופטי כפול סינגלמוד  1 מ' LC/LC,2/25/2025,30,יח',227.40,"ש""ח",227.40
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000460,2/25/2025,17000014,חוט נחושת 35 ממ''ר גלוי,2/25/2025,100,יח',1475.00,"ש""ח",1475.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000481,3/1/2025,17000188,כבל NYY 3X2.5,3/1/2025,1000,יח',3730.00,"ש""ח",3730.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000481,3/1/2025,17000188,כבל NYY 3X2.5,3/1/2025,1000,יח',3730.00,"ש""ח",3730.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000516,3/5/2025,17000021,4X2X0.5 'כבל טל,3/5/2025,200,יח',280.00,"ש""ח",280.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000551,3/10/2025,17000014,חוט נחושת 35 ממ''ר גלוי,3/10/2025,100,יח',1325.00,"ש""ח",1325.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000551,3/10/2025,17000006,כבל 3X1.5 N2XY,3/10/2025,500,יח',1265.00,"ש""ח",1265.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000551,3/10/2025,17000026,כבל טוויסטד 2X14  בילדין,3/10/2025,1000,יח',6950.00,"ש""ח",6950.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000552,3/10/2025,17000300,סיב אופטי 48 סיב S.M משוריין,3/10/2025,300,יח',1230.00,"ש""ח",1230.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000552,3/10/2025,17000111,כבל גל ירוק 10X2X06,3/10/2025,200,יח',958.00,"ש""ח",958.00
2030103,"ג.ברס שיווק (1983) בע""מ",PO25000552,3/10/2025,17000212,סיב אופטי 24 S.M משוריין עם ג'ל LDB-9-04X06-DKPRP-DKPRP-GG,3/10/2025,300,יח',1185.00,"ש""ח",1185.00
